Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,ISIN
2025-10-24 00:00:00+02:00,74.61129760742188,74.61129760742188,74.61129760742188,74.61129760742188,0,0.0,0.0,0.0,LU2109787551
2025-10-27 00:00:00+01:00,65.30000305175781,65.33000183105469,65.1500015258789,65.30000305175781,11149,0.0,0.0,0.0,LU2109787551
2025-10-28 00:00:00+01:00,64.7300033569336,65.06999969482422,64.61000061035156,65.05000305175781,12111,0.0,0.0,0.0,LU2109787551
2025-10-29 00:00:00+01:00,65.5,65.77999877929688,65.5,65.55999755859375,2809,0.0,0.0,0.0,LU2109787551
2025-10-30 00:00:00+01:00,64.97000122070312,65.08000183105469,64.80999755859375,64.94000244140625,10965,0.0,0.0,0.0,LU2109787551
2025-10-31 00:00:00+01:00,64.5999984741211,64.5999984741211,64.4000015258789,64.51000213623047,7070,0.0,0.0,0.0,LU2109787551
2025-11-03 00:00:00+01:00,64.75,64.98999786376953,64.62000274658203,64.79000091552734,13998,0.0,0.0,0.0,LU2109787551
2025-11-04 00:00:00+01:00,64.30000305175781,64.62999725341797,64.2300033569336,64.58000183105469,14986,0.0,0.0,0.0,LU2109787551
2025-11-05 00:00:00+01:00,63.970001220703125,64.68000030517578,63.970001220703125,64.68000030517578,8469,0.0,0.0,0.0,LU2109787551
2025-11-06 00:00:00+01:00,64.80000305175781,64.80000305175781,63.810001373291016,63.810001373291016,9946,0.0,0.0,0.0,LU2109787551
2025-11-07 00:00:00+01:00,64.08000183105469,64.08000183105469,63.119998931884766,63.130001068115234,6574,0.0,0.0,0.0,LU2109787551
2025-11-10 00:00:00+01:00,64.73999786376953,64.7699966430664,64.5199966430664,64.5199966430664,3858,0.0,0.0,0.0,LU2109787551
2025-11-11 00:00:00+01:00,64.75,64.76000213623047,64.45999908447266,64.63999938964844,5194,0.0,0.0,0.0,LU2109787551
2025-11-12 00:00:00+01:00,64.97000122070312,65.12999725341797,64.62000274658203,64.69000244140625,5334,0.0,0.0,0.0,LU2109787551
